,Grade,AWL_count,CSAWL_count,LFP_k1,LFP_k2,LFP_k3,LFP_k4,LFP_kn,LFP_kx,n_sents,n_words,n_chars,n_syllables,n_unique_words,n_long_words,n_monosyllable_words,n_polysyllable_words,flesch_kincaid_grade_level,flesch_reading_ease,smog_index,gunning_fog_index,coleman_liau_index,automated_readability_index,lix,gulpease_index,wiener_sachtextformel,Rel_BNC,ADJ,ADP,ADV,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PROPN,PUNCT,SPACE,SYM,VERB,X
13,6.0,0.18746405980448533,0.149025069637883,0.6934704949078206,0.38460657909028256,0.6155515883156241,0.34058191653520326,0.46568440408491085,0.11779948726698307,0.15315533980582524,0.21436555377363076,0.21343746441704228,0.21482523696682465,0.4151578947368421,0.2051930430492167,0.21092782002380894,0.1899744926250416,0.058103602756619806,0.9723043399167576,0.39524693204879136,0.20673833802438352,0.0285368092859891,0.05136657348455283,0.24149758344676414,0.9179194905929423,0.13285232737980435,0.15920201376351775,0.5297983185030097,0.7553432828165048,0.4477756865227932,0.35867014799926555,0.8747905067855137,0.0,0.670403551410961,0.12198913423912873,0.6274268962919934,0.16818039742952082,0.22536604351487743,0.11545798760131695,0.12401343757971475,0.06573881959199607,0.7704482066217633,0.0180259473103216
15,8.0,0.4483898792409431,0.5724233983286908,0.5596891172418647,0.34214403036597035,0.5029120476494641,0.40480517689579726,0.6464730679873276,0.11633133415950583,0.358252427184466,0.4383373021658486,0.4690084997220343,0.4724631855111713,0.7730526315789473,0.5124583693104724,0.395422851728578,0.5151380725296661,0.06159514737296475,0.9623145037749974,0.46887416222982103,0.22961857995029694,0.0378917415474601,0.053716400673776726,0.2835581347429495,0.9132408678690925,0.18317088005945104,0.43938045749377325,0.5912445085118068,0.6977696029632227,0.4252436002971177,0.3590983000585794,0.552447786892646,0.006773106221845292,0.6223598540532398,0.35092594430440055,0.3779247383357963,0.1386166279023701,0.4271551491630993,0.17928063880583467,0.12517913457693844,0.07298392059163288,0.5745538336086117,0.008243649301148707
16,6.0,0.519982748706153,0.17595171773444754,0.817693650291038,0.4274831753108043,0.5218497675556644,0.42101205609776104,0.4300806708605681,0.07229363471046042,0.28567961165048544,0.406457047512595,0.4381610057669509,0.43957345971563977,0.6223157894736842,0.4799555939311706,0.37090935594373314,0.49395586115115886,0.0740913797339558,0.9573965149733223,0.568220205178403,0.2803827995657196,0.04013170255350311,0.06404774678850272,0.33109380634180635,0.9050612746093274,0.20805072378805206,0.26177047426977806,0.5578072558042975,0.7396062964721681,0.5120035006973009,0.48822411855077935,0.6364558300479533,0.03840851107913999,0.7904327873237555,0.1376097796257519,0.6873801311626487,0.2643161136292862,0.11172250684840804,0.1589015179050498,0.04079516986083793,0.028971088619888234,0.810406634595988,0.0029331812174820176
17,7.0,0.5376653248993675,0.3788300835654596,0.725874975419938,0.3464107325806629,0.5604372744029579,0.45235794062754386,0.5529917979179021,0.07742178051546844,0.2606796116504854,0.4226077659522768,0.46218661879851836,0.46197951929586994,0.5578947368421052,0.5439743431602319,0.3599280872670732,0.47720971498281023,0.0880148744781947,0.9510325962500477,0.6008296550035414,0.30470681448808384,0.043160278195373186,0.07540939780978892,0.41432322820422024,0.8974912170819248,0.23762243763306024,0.23468916514967353,0.6751832558455221,0.7712526172628514,0.3936646068503709,0.4624731373932069,0.6410362466492905,0.012556921060827647,0.8440641361705097,0.16430714203063995,0.5576419094696258,0.10504714326589452,0.2522056008454133,0.13232164410193262,0.03246183812862176,0.027602767934023293,0.711180329114728,0.0035960511065958435
18,6.0,0.45543415756181715,0.26880222841225626,0.6287190233949116,0.3794780636056549,0.5676501601313975,0.5564236401905269,0.4940771007779865,0.11034309539768547,0.21043689320388348,0.31556268325476666,0.3436426231923857,0.3510600033852403,0.5837894736842105,0.4105094362896262,0.2743373581788586,0.4005766884773206,0.0843238520391626,0.9501058597599118,0.623463370354005,0.30782477514147016,0.04202576193403018,0.06911232797136468,0.3932291801836651,0.9012509833923371,0.2415836502998307,0.27903343160458915,0.5744672131147541,0.8744468862539195,0.38639615195837834,0.35125899781730374,0.7034888687786638,0.00970530604326317,0.6397928196929505,0.20081058660873002,0.5192955351192856,0.18596483049750084,0.3293007896458125,0.16171670665251453,0.07364492910048806,0.09307617856812077,0.6459886348112583,0.006022045435867876
19,7.0,0.4965497412305923,0.24512534818941506,0.6204400418168307,0.4113190719235787,0.6600116727684642,0.3079235565092731,0.5600684751544928,0.08038481942132161,0.2980582524271845,0.44055660851112083,0.4644505321535978,0.4708446174678402,0.6932631578947368,0.511163192302948,0.40305143218094797,0.506044138848841,0.07503724955274949,0.9585378371828331,0.5580016355602874,0.2783268415795462,0.03705605342614575,0.06326006848947435,0.33522817000753086,0.9069607926634456,0.20309046763025385,0.28220475150479013,0.672905080170423,0.8603287487668067,0.6127517430744911,0.35510131991043414,0.6506235543512909,0.021661515829802417,0.8023240504513052,0.16406890122691958,0.5244997925635417,0.24903573993347633,0.17854046420966208,0.13646567104514587,0.027041492481323003,0.01945122247009905,0.691770815128998,0.0010339041658509096
20,6.0,0.44048303622771706,0.19684308263695452,0.5002138380480623,0.4338652723756445,0.5201246785646091,0.541149074883699,0.5815298493015155,0.0996587361489765,0.25048543689320385,0.3514765676888435,0.3780735302982605,0.38714454976303314,0.664,0.4269766868138645,0.3106338524331284,0.462127093268271,0.07659978075876431,0.9541657375915685,0.6053105708600991,0.2968559010236232,0.039714093422576605,0.06280659153518259,0.3397795394952801,0.9060087313845815,0.22431021852839284,0.300685737079364,0.7111155047451249,0.8526072532859231,0.5581481892659642,0.3185408135025677,0.7771362659645451,0.0,0.6893818643397183,0.19206863894934242,0.43187090838593484,0.20513500552160313,0.16879608753196837,0.15781629071631692,0.03917523840878206,0.09866795970156243,0.6721058916511068,0.006152605415416114
21,6.0,0.328205865439908,0.3477251624883937,0.6075984552461221,0.3602518161241346,0.46785901093783466,0.44903543140001523,0.6196559556904546,0.10233431247522046,0.19999999999999998,0.28254847645429365,0.29371931493178116,0.29520353757616785,0.5117894736842105,0.3130627852473171,0.26787493015232866,0.30453587667738713,0.06672510108669186,0.9642852131703716,0.49841542885806855,0.24946878479542117,0.03471245476974333,0.058149104710158495,0.30134847363259193,0.9110503405590242,0.1788434371319677,0.24616852553727347,0.6762203385496574,0.8777371700113434,0.444588331774622,0.3128954147749778,0.7585122944983564,0.007569086486640245,0.8540071290126316,0.1449480031201825,0.5034242884619703,0.08887092106583447,0.1368330661754848,0.11097692275073906,0.054489762351665715,0.004893662573698563,0.7590239680994297,0.001896680642595935
23,6.0,0.39447958596894767,0.2855153203342618,0.7134964851894395,0.37581725411126615,0.6776038192687384,0.3123462316819156,0.5170474861819263,0.08037261909939142,0.21674757281553397,0.3765693087751697,0.3715999437370645,0.3737940081245768,0.5496842105263158,0.35284322190699396,0.37482082553873813,0.33126316956859264,0.07637920093592229,0.9668882014952068,0.5004487270680192,0.27737976279941795,0.028599344293380704,0.06570561137139376,0.30637210907639983,0.9107490771963933,0.16155859173664128,0.2713246931418593,0.5684738503155997,0.8805387473672983,0.5081330028225198,0.46390383383805517,0.8307823450822456,0.0,0.7311487668871541,0.19777419947559874,0.6741338341363968,0.20084041607758638,0.2673338542493945,0.08424271273626896,0.045440041663920384,0.017819842409494767,0.6992042250483925,0.0012463030300473564
24,6.0,0.4111558366877516,0.25626740947075205,0.5343733348878605,0.40468788306778514,0.47503708189302707,0.43714681120175714,0.6060284163100274,0.11405723508189101,0.2575242718446602,0.3278903630266803,0.3595000636307008,0.3622101387948544,0.6006315789473684,0.4230911557912915,0.2934088093097835,0.4235333259398913,0.06947521575605117,0.956355389107464,0.5402197842428756,0.26436009839527924,0.04191138439160616,0.05972521374509768,0.34040772211028564,0.9073940679569772,0.21811321518721088,0.5000100062832665,0.7065947486260941,0.772011785134945,0.5921589916036033,0.3740601095511379,0.6134905248324879,0.0060250729558218325,0.6910864283288409,0.1129317596050802,0.5425919288299335,0.2910746515434918,0.1424569285665915,0.21969121777230005,0.053573927238878265,0.11588836431880827,0.6333815317920943,0.007980254436084288
25,7.0,0.39850488786659,0.3138347260909935,0.5575414454018924,0.31360526727780047,0.4701764446267964,0.46344462383760804,0.6199652480161891,0.1439083194569418,0.21723300970873785,0.3189321410636471,0.34221260691632227,0.34442704807041297,0.4833684210526316,0.36332798815838163,0.28315638589927355,0.3778418542752578,0.07647926456106055,0.9567056250113093,0.57129523113811,0.2835428865814433,0.03964892968774972,0.06541748247911577,0.32510883453296163,0.9044804699176404,0.20564284763649998,0.34061474137910086,0.6575689708962875,0.6215510403817628,0.22317328172909429,0.4265140378580959,0.662664971061966,0.0,0.8817816913642902,0.3481426709646448,0.34577521667715677,0.05566835163734919,0.36033043031825135,0.10008889853001948,0.11440589761473224,0.11621745218060663,0.6214946357580277,0.00354207908671145
26,8.0,0.2731454859114434,0.15970287836583102,0.5263418143975855,0.504283091274399,1.0,0.3825028412086561,0.39672772107560605,0.0676310959585597,0.18276699029126212,0.2757123649381996,0.280102344958774,0.28014979688557884,0.4366315789473684,0.2709386949549772,0.27241806564466364,0.28934235333259395,0.0671171994562334,0.9674710753577868,0.5191165746156129,0.2638891358881929,0.031847059855415916,0.05923594149430718,0.27445840020083895,0.9117889096026989,0.16479816489807553,0.10230254916968537,0.5610407156723858,0.9002271818600872,0.5379344883348367,0.2682277650718427,0.9330506334925842,0.0,0.7392592364884152,0.10453272242124488,0.48847212570976645,0.22414855938742476,0.22156886580222834,0.11210221804045617,0.04884259536012849,0.002510380344354418,0.7209717693931611,0.0
27,8.0,0.2705577918343876,0.35933147632311974,0.501712804342882,0.32313662549888017,0.5000870438886963,0.42428177978642284,0.538826334509687,0.2003396209709685,0.26941747572815533,0.3222853995561387,0.3470317952564987,0.3399098679756262,0.5138947368421052,0.33970642654496114,0.3014746969218435,0.3302650548963069,0.05571247332430395,0.9671060616682727,0.38981027371280585,0.192430724481865,0.03867420520706358,0.05340969909076179,0.23411007564212855,0.9133771137011018,0.14532343847399165,0.3384385363216979,0.5583470292086211,0.6492950761094994,0.4370275841759105,0.35422512473083656,0.7521994097999826,0.05234460746683816,0.6657162056828934,0.06975659983697793,0.43710201198708337,0.13481897880056964,0.2893852568581539,0.19341903812629785,0.11131887223702194,0.14532369750198518,0.6661035166403908,0.06547299008393057
28,7.0,0.3257619321449109,0.22794800371402044,0.8469175230647995,0.38401593187293037,0.6189033354187817,0.5396723174633646,0.4271610862722681,0.04843972033505663,0.19733009708737864,0.28804004471011324,0.3128219211113269,0.3125317366283006,0.4282105263157895,0.34550388553102257,0.2544398824129637,0.3494510369302428,0.07690284369190539,0.9559573710277134,0.5813922359838105,0.2876003642990031,0.04143876884574657,0.06685159545716754,0.3461679783402504,0.9028024120987981,0.2165011450539962,0.12128688444864062,0.5091319018404908,0.7158035409711379,0.4325098416663606,0.5296898914938855,0.7135179110475034,0.014528188187461431,0.8669976057161866,0.13689348806268017,0.5180948675744426,0.07995929404239235,0.1303074389986483,0.1369462250955058,0.06495524776260722,0.016437662472704586,0.8283805447858246,0.003640509770338249
29,6.0,0.4890741805635423,0.22701949860724235,0.6512283326080501,0.46405330988340976,0.6738759985151763,0.45568688160039006,0.4641252190331975,0.06397728727257805,0.2487864077669903,0.40337917739871376,0.42881399071661563,0.42888879485443465,0.5604210526315789,0.4662020476131738,0.3692087169893831,0.4508151269823666,0.08251339081131323,0.9564853597158045,0.5948681973779689,0.30230425966053615,0.03887562220596523,0.07110510371400137,0.36443947273172855,0.9020063828070186,0.21312729372695444,0.24386084558086174,0.588883404435356,0.7647289315072949,0.4783943659414591,0.4450491714774103,0.7119781087217861,0.020873097649721586,0.834808607388148,0.1375693515521027,0.6878630954274849,0.1901902100944876,0.16763919345187872,0.1287688774492118,0.06412573353582687,0.010121356481976698,0.7279203392712137,0.0024284153535500063
30,6.0,0.1715066129959747,0.07103064066852369,0.7028947275999475,0.4761418253343675,0.3844097549328911,0.39909738632558134,0.426891679884261,0.12403585865161619,0.12888349514563105,0.27077157343960084,0.25756033195131917,0.25733116113744076,0.4694736842105263,0.2088318736894042,0.2922183620417385,0.2247976045247865,0.08996669998665852,0.9668761378232318,0.572074458624959,0.3436274267373363,0.024611197522156843,0.07730782428112254,0.32142191820667737,0.9099235923220559,0.1621793029902655,0.21430561451834398,0.726255984152314,0.9253432216656297,0.8186147047785243,0.4866024563934283,0.7174285396786348,0.004072137708682202,0.5930978313555235,0.05005704875298255,0.6662529375527619,0.5239419554502892,0.19995653316662967,0.07606077543478015,0.03245349142111982,0.0013163852688893097,0.7998833209249145,0.0002915447035658938
31,5.0,0.36774008050603796,0.2576601671309192,0.8041483553327168,0.44968419769990353,0.4657436059816635,0.36028703616277974,0.4354702643113716,0.08336859272010691,0.2266990291262136,0.3641930310540895,0.3641919905692603,0.3559686018957346,0.4692631578947369,0.3382262242506476,0.3717839702631131,0.30542308971941884,0.06582748745757852,0.9724471658059317,0.4356821000190555,0.24101387479372866,0.029993089052446336,0.06153161059562687,0.2750209274673678,0.9116666459739371,0.14074460280236706,0.20373502054883047,0.5663794307839694,0.7997120225268831,0.5864488809384265,0.4063537454936037,0.8411604856965248,0.044309611156723015,0.72219811767783,0.17375713936698414,0.7676057215625645,0.25290050722932317,0.10460817043422185,0.09267639604841374,0.07033525138463192,0.06015999433043675,0.8178936122307493,0.002537877326155031
32,6.0,0.24798734905117886,0.1731662024141133,0.6207614001061506,0.3742832966885026,0.41756570939884974,0.2967622056181485,0.4442050163228689,0.2094429428893747,0.18980582524271844,0.24124021966273024,0.25024615034260106,0.24434030128639134,0.4576842105263158,0.26470951029974094,0.22973202789047883,0.23089719418875457,0.05246118193112687,0.9731058044560456,0.3860892393343124,0.1942122781807044,0.033647587868177814,0.051304898899099824,0.2668096974587521,0.9161939191429677,0.1496167767802632,0.3026803905874252,0.747177278547317,0.7084988954342029,0.5067333381194775,0.4062958314743816,0.7696787812178296,0.021535024612932625,0.6789579702242452,0.08182280980516177,0.5684814794836344,0.3023655031910944,0.2441586343600809,0.11156852708652137,0.13025138648026857,0.008353859675774214,0.7065924117996075,0.003700320263929452
33,6.0,0.3450258769407706,0.24280408542246984,0.8054467209261669,0.4180672378762687,0.7226933589221216,0.530795519596595,0.33772097148900454,0.07072976866692475,0.237378640776699,0.31536829145810047,0.32458690279238306,0.320783259986459,0.45642105263157895,0.3200320710497101,0.3007215568134885,0.28335366529887984,0.056662287181509126,0.9711173048996168,0.3772361892527575,0.19431929993214153,0.032828307619206465,0.05282454497262559,0.2477896548011787,0.915308446587573,0.13743667286538153,0.16035282285449617,0.4624083816718378,0.7064512647140991,0.4913127474983932,0.4343889272947367,0.8455854436697768,0.01996572469442376,0.7390681921839874,0.13387097560618844,0.6450934909996612,0.1920970993913813,0.21036600211117273,0.11634002698752874,0.09516646291146885,0.03657407089850553,0.8049964688353521,0.00023824101344048688
34,6.0,0.25618171362852216,0.39554317548746515,0.6132934600913655,0.40163690070593355,0.5264625549599247,0.3155552312855684,0.5852240613731928,0.10230554485945322,0.2866504854368932,0.37409081336767586,0.3567237556849007,0.36193508801624913,0.4732631578947369,0.33884297520661155,0.3753796069094531,0.2690473549961184,0.04612935851457647,0.9806847567664598,0.2710711952712953,0.15203755917476275,0.02209237870423025,0.04109409018663318,0.20124781464023828,0.92730463692692,0.09601261079170727,0.3874311668908251,0.536775872286836,0.7098749784459564,0.37583515833729975,0.32955663977067934,0.8803527237871168,0.08771370748041385,0.7111643751489498,0.10943782538108579,0.5521090089780815,0.2675256092341753,0.22120417657564284,0.09711162007187626,0.19572882042805384,0.08417859106952051,0.7320209466363767,0.00588737154371026
35,6.0,0.2156411730879816,0.26230269266480966,0.591072642324008,0.4196232063963976,0.44359366399232236,0.4752287100753991,0.5737105064879724,0.10122060745599723,0.2191747572815534,0.22969010707748133,0.2263411007441443,0.22543584969532837,0.37157894736842106,0.21253237942518807,0.23041228347221884,0.1896417877342797,0.03348861795062324,0.9835606172326725,0.23808010509465738,0.11948550905260663,0.024769893683012436,0.03373316856289628,0.15357493886616796,0.9340532743369685,0.08542709610056627,0.17042571490379468,0.49915763363156684,0.6781994066629382,0.4008451095056961,0.29858894722715595,0.7989271525258977,0.0,0.6228136578613572,0.0827867561090888,0.5208110217716079,0.24812761416429918,0.18144870771044763,0.22429115046808168,0.08398083971853931,0.07683353358140764,0.7981426616664451,0.010331510927317133
36,7.0,0.31670500287521564,0.23769730733519034,0.805027827660221,0.4288154622809785,0.47424446376824003,0.30359541202401624,0.48177487372090155,0.0774946647342583,0.27766990291262134,0.3703487712818519,0.37268166565080807,0.3720696513202437,0.5648421052631579,0.3646848402615024,0.36143436748378316,0.3075302206942442,0.05466868857118532,0.9732998466305485,0.34279895472520094,0.18129240365264282,0.029637082865411318,0.04984196217637041,0.2374261522587991,0.9185132412884467,0.12430489073912164,0.2547634943948024,0.5836934347181009,0.7677409450752483,0.49740933563140777,0.41981309350683554,0.7240882038913569,0.0109796674450863,0.7020962945640925,0.11461156197490256,0.4245720851125425,0.1953876728029589,0.28387234597238276,0.12337557386452339,0.16980952230634763,0.025732841812100785,0.6664200597713967,0.0013756562791291138
37,6.0,0.34761357101782636,0.17177344475394615,0.7932590376316676,0.4325388936473206,0.46858093111982524,0.39862782141791786,0.4552852514638627,0.08075866980620934,0.28713592233009705,0.38505775056292624,0.38145265540961426,0.3832197867298578,0.48463157894736847,0.3585173307018626,0.38201209883141807,0.33647554619052894,0.053365841551589514,0.9748650433637283,0.3686489313437583,0.19188751268577875,0.027480800220433883,0.04797276141619797,0.21861254770980804,0.9205777924527268,0.12124606041446588,0.17893090379225488,0.6806606905710492,0.7882336020531912,0.5544468036039475,0.37473685455130784,0.7876421024271757,0.008423785837209067,0.6485107225400788,0.11324889769664886,0.7518535382280401,0.3578481380278929,0.08327306186785649,0.10580639283208651,0.03513364293512412,0.005446253726016032,0.9522417618082002,0.0016082692158309198
38,7.0,0.25603795284646347,0.3101207056638811,0.6230575438939959,0.4056921333026976,0.5364883053052684,0.49535947103186245,0.5065064477971631,0.10760631350176804,0.19490291262135923,0.29168489089760413,0.2954373438536092,0.29650473933649285,0.4250526315789474,0.2918465523621562,0.2818201695779986,0.273594321836531,0.06649234284885491,0.9676507139507687,0.4562420365605312,0.23820744644738873,0.03136386065955499,0.058259539821522766,0.27864129641554486,0.9125631122885082,0.1554447102655736,0.1960987026024793,0.6339552983436441,0.7426459788091353,0.5444568058056707,0.332192924385992,0.8595554589075026,0.003692025472953585,0.7079003706498728,0.1204001798453042,0.6560923285844313,0.2519671178383859,0.18986414674403962,0.10318569316786888,0.049529689944699286,0.016709108605136497,0.8405842148894165,0.0
39,6.0,0.005894192064404831,0.007428040854224698,0.5238371779403026,0.35710430919349123,0.30194126798731363,0.7535964141857718,0.7107433696220414,0.08160359195297912,0.003155339805825243,0.0061719395441512375,0.0070228199787004605,0.007140741367637102,0.04189473684210527,0.0077710620451461685,0.005077622020844975,0.008539425529555285,0.10403082558830101,0.9370703699258958,0.7312395460475442,0.36243224041379346,0.05018500887199902,0.08463544642356505,0.44055084674356687,0.8891308276120486,0.27713891100484495,0.01698279658918703,1.0,0.8621080142508973,0.37820542121863143,0.48542932624036794,0.5963657017798989,0.0,0.7759964853682648,0.0860847972040835,0.3398017129026252,0.31091042292247023,0.2501187851264817,0.10744453879723093,0.17742430896316908,0.0,0.4741649978155581,0.0
